"Specimen","lon","lat"
"JDL1895-CA29-2015-S-Bv",-119.1023,37.2915
"JDL2891-WA07-2016--Bv",-122.9199,46.9929
"JDL2934-OR01-2016--Bv",-121.7114,44.3066
"JDL2935-OR01-2016--Bv",-121.7114,44.3066
"JDL2937-OR01-2016--Bv",-121.7114,44.3066
"JDL2938-OR01-2016--Bv",-121.7114,44.3066
"JDL2939-OR01-2016--Bv",-121.7114,44.3066
"JDL2940-OR01-2016--Bv",-121.7114,44.3066
"JDL2941-OR01-2016--Bv",-121.7114,44.3066
"JDL2942-OR01-2016--Bv",-121.7114,44.3066
"JDL2943-OR01-2016--Bv",-121.7114,44.3066
"JDL2944-OR01-2016--Bv",-121.7114,44.3066
"JDL2945-OR01-2016--Bv",-121.7114,44.3066
"JDL2949-OR01-2016--Bv",-121.7114,44.3066
"JDL2950-OR01-2016--Bv",-121.7114,44.3066
"JDL2951-OR01-2016--Bv",-121.7114,44.3066
"JDL2952-OR01-2016--Bv",-121.7114,44.3066
"JDL2953-OR01-2016--Bv",-121.7114,44.3066
"JDL2955-OR02-2016--Bv",-122.4163,43.7091
"JDL2956-OR02-2016--Bv",-122.4163,43.7091
"JDL2958-OR02-2016--Bv",-122.4163,43.7091
"JDL2959-OR02-2016--Bv",-122.4163,43.7091
"JDL3129-OR04-2016--Bv",-121.6418,45.3101
"JDL3130-OR04-2016--Bv",-121.6418,45.3101
"JDL3131-OR04-2016--Bv",-121.6418,45.3101
"JDL3132-OR04-2016--Bv",-121.6418,45.3101
"JDL3133-OR04-2016--Bv",-121.6418,45.3101
"JDL3135-OR04-2016--Bv",-121.6418,45.3101
"JDL3136-OR04-2016--Bv",-121.6418,45.3101
"JDL3137-OR04-2016--Bv",-121.6418,45.3101
"JDL3138-OR04-2016--Bv",-121.6418,45.3101
"JDL3140-OR04-2016--Bv",-121.6418,45.3101
"JDL3141-OR04-2016--Bv",-121.6418,45.3101
"JDL3142-OR04-2016--Bv",-121.6418,45.3101
"JDL3103-WA18-2016--Bv",-120.4671,47.627
"JDL3104-WA18-2016--Bv",-120.4671,47.627
"JDL3145-OR05-2016--Bv",-121.6703,45.3327
"JDL3146-OR05-2016--Bv",-121.6703,45.3327
"JDL3147-OR05-2016--Bv",-121.6703,45.3327
"JDL3148-OR05-2016--Bv",-121.6703,45.3327
"JDL3149-OR05-2016--Bv",-121.6703,45.3327
"JDL3151-OR05-2016--Bv",-121.6703,45.3327
"JDL3152-OR05-2016--Bv",-121.6703,45.3327
"JDL3153-OR05-2016--Bv",-121.6703,45.3327
"JDL3155-OR05-2016--Bv",-121.6703,45.3327
"JDL3156-OR05-2016--Bv",-121.6703,45.3327
"JDL3157-OR05-2016--Bv",-121.6703,45.3327
"JDL3158-OR05-2016--Bv",-121.6703,45.3327
"JDL3159-OR05-2016--Bv",-121.6703,45.3327
"JDL2866-WA06-2016--Bv",-120.8202,46.7193
"JDL2868-WA06-2016--Bv",-120.8202,46.7193
"JDL2869-WA06-2016--Bv",-120.8202,46.7193
"JDL2870-WA06-2016--Bv",-120.8202,46.7193
"JDL2871-WA06-2016--Bv",-120.8202,46.7193
"JDL2872-WA06-2016--Bv",-120.8202,46.7193
"JDL2873-WA06-2016--Bv",-120.8202,46.7193
"JDL2874-WA06-2016--Bv",-120.8202,46.7193
"JDL2875-WA06-2016--Bv",-120.8202,46.7193
"JDL2876-WA06-2016--Bv",-120.8202,46.7193
"JDL2877-WA06-2016--Bv",-120.8202,46.7193
"JDL2880-WA07-2016--Bv",-122.9199,46.9929
"JDL2881-WA07-2016--Bv",-122.9199,46.9929
"JDL2882-WA07-2016--Bv",-122.9199,46.9929
"JDL2883-WA07-2016--Bv",-122.9199,46.9929
"JDL2885-WA07-2016--Bv",-122.9199,46.9929
"JDL2886-WA07-2016--Bv",-122.9199,46.9929
"JDL2887-WA07-2016--Bv",-122.9199,46.9929
"JDL2888-WA07-2016--Bv",-122.9199,46.9929
"JDL2889-WA07-2016--Bv",-122.9199,46.9929
"JDL2892-WA07-2016--Bv",-122.9199,46.9929
"JDL2893-WA07-2016--Bv",-122.9199,46.9929
"JDL2894-WA07-2016--Bv",-122.9199,46.9929
"JDL2895-WA07-2016--Bv",-122.9199,46.9929
"JDL2896-WA07-2016--Bv",-122.9199,46.9929
"JDL2897-WA07-2016--Bv",-122.9199,46.9929
"JDL3143-OR04-2016--Bv",-121.6418,45.3101
"JDL3144-OR05-2016--Bv",-121.6703,45.3327
"JDL209-OR08-2012-D-Bv",-122.7173,42.0761
"JDL210-OR08-2012-D-Bv",-122.7173,42.0761
"JDL212-OR09-2012-D-Bv",-122.7537,42.0733
"JDL271-CA01-2012-D-Bv",-122.385,41.417
"JDL481-CA03-2013-D-Bv",-119.7968,37.7531
"JDL598-CA09-2013-D-Bv",-119.6409,37.7245
"JDL802-WA04-2014-D-Bv",-123.091,47.2
"JDL841b-OR08-2014-D-Bv",-122.3314,43.5724
"JDL931-CA01-2015-D-Bv",-118.8786,36.4576
"JDL1173-OR02-2015-D-Bv",-123.0628,45.2384
"JDL1182-OR02-2015-D-Bv",-123.0628,45.2384
"JDL2884-WA07-2016-D-Bv",-122.9199,46.9929
"JDL3105-WA18-2016--Bv",-120.4671,47.627
"JDL3106-WA18-2016--Bv",-120.4671,47.627
"JDL3107-WA18-2016--Bv",-120.4671,47.627
"JDL3139-OR04-2016-D-Bv",-121.6418,45.3101
"JDL3150-OR05-2016-D-Bv",-121.6703,45.3327
